Sample ID,User ID,Date ,Time ,ng/ul ,A260 ,A280 ,260/280 ,260/230 ,Constant ,Cursor Pos.,Cursor abs.,340 raw,welcher drop,,Legende
188,Default,5/30/2018,14:28,106.61,2.132,1.146,1.86,0.89,50,230,2.388,-0.045,nanodrop_4,,nanodrop_4
187,Default,5/30/2018,14:30,100.5,2.01,1.098,1.83,1.24,50,230,1.615,-0.074,nanodrop_4,,nanodrop_3
10,Default,5/30/2018,14:30,23.43,0.469,0.292,1.6,0.52,50,230,0.904,-0.063,nanodrop_4,,nanodrop_2
180,Default,5/30/2018,14:31,37.94,0.759,0.445,1.7,1.83,50,230,0.414,-0.019,nanodrop_4,,nanodrop_1
526,Default,5/30/2018,14:32,103.31,2.066,1.147,1.8,1.37,50,230,1.514,-0.049,nanodrop_4,,
191,Default,5/30/2018,14:33,46.13,0.923,0.517,1.78,0.24,50,230,3.847,-0.093,nanodrop_4,,
484,Default,5/30/2018,14:33,48.62,0.972,0.57,1.71,0.54,50,230,1.808,-0.052,nanodrop_4,,
186,Default,5/30/2018,14:34,25.18,0.504,0.304,1.66,0.76,50,230,0.661,-0.076,nanodrop_4,,
199,Default,5/30/2018,14:35,148.09,2.962,1.596,1.86,1.89,50,230,1.57,-0.032,nanodrop_4,,
209,Default,5/30/2018,14:36,36.27,0.725,0.44,1.65,0.94,50,230,0.774,-0.03,nanodrop_4,,
185,Default,5/30/2018,14:36,64.85,1.297,0.736,1.76,1.7,50,230,0.763,-0.055,nanodrop_4,,
222,Default,5/30/2018,14:37,117.75,2.355,1.284,1.83,1.53,50,230,1.539,-0.053,nanodrop_4,,
234,Default,5/30/2018,14:38,34.94,0.699,0.433,1.61,1.08,50,230,0.645,-0.052,nanodrop_4,,
183,Default,5/30/2018,14:39,32.5,0.65,0.407,1.6,1,50,230,0.652,-0.04,nanodrop_4,,
195,Default,5/30/2018,14:39,130.25,2.605,1.424,1.83,1.34,50,230,1.94,-0.037,nanodrop_4,,
182,Default,5/30/2018,14:40,160.91,3.218,1.736,1.85,2.02,50,230,1.593,-0.072,nanodrop_4,,
198,Default,5/30/2018,14:41,26.51,0.53,0.329,1.61,1.23,50,230,0.432,-0.067,nanodrop_4,,
190,Default,5/30/2018,14:41,139.53,2.791,1.505,1.85,1.49,50,230,1.876,-0.059,nanodrop_4,,
178,Default,5/30/2018,14:42,80.62,1.612,0.916,1.76,2.02,50,230,0.798,-0.042,nanodrop_4,,
545,Default,5/30/2018,14:43,26.69,0.534,0.316,1.69,0.6,50,230,0.895,-0.039,nanodrop_4,,
550,Default,5/30/2018,14:43,35.89,0.718,0.402,1.78,0.26,50,230,2.802,-0.055,nanodrop_4,,
544,Default,5/30/2018,14:44,26.16,0.523,0.306,1.71,0.13,50,230,4.095,-0.018,nanodrop_4,,
577,Default,5/30/2018,14:45,56.22,1.124,0.608,1.85,1.07,50,230,1.054,0,nanodrop_4,,
597,Default,5/30/2018,14:45,103.99,2.08,1.14,1.82,1.53,50,230,1.36,-0.018,nanodrop_4,,
565,Default,5/30/2018,14:46,24.03,0.481,0.259,1.86,0.32,50,230,1.499,-0.057,nanodrop_4,,
596,Default,5/30/2018,14:47,40,0.8,0.474,1.69,0.82,50,230,0.981,-0.044,nanodrop_4,,
552,Default,5/30/2018,14:47,140.18,2.804,1.545,1.82,1.43,50,230,1.954,0.081,nanodrop_4,,
620,Default,5/30/2018,14:48,66.36,1.327,0.761,1.74,1.76,50,230,0.756,0.001,nanodrop_4,,
609,Default,5/30/2018,14:49,89.05,1.781,0.977,1.82,1.95,50,230,0.912,-0.031,nanodrop_4,,
579,Default,5/30/2018,14:49,25.61,0.512,0.303,1.69,0.77,50,230,0.664,-0.026,nanodrop_4,,
555,Default,5/30/2018,14:50,73.33,1.467,0.839,1.75,0.82,50,230,1.795,-0.031,nanodrop_4,,
587,Default,5/30/2018,14:50,14.47,0.289,0.192,1.51,0.19,50,230,1.508,-0.054,nanodrop_4,,
602,Default,5/30/2018,14:51,57.19,1.144,0.652,1.75,1.97,50,230,0.581,-0.061,nanodrop_4,,
593,Default,5/30/2018,14:52,5.1,0.102,0.091,1.12,0.03,50,230,3.042,-0.057,nanodrop_4,,
606,Default,5/30/2018,14:52,49.23,0.985,0.551,1.79,1.88,50,230,0.525,-0.065,nanodrop_4,,
433,Default,5/30/2018,14:53,107.16,2.143,1.185,1.81,1.77,50,230,1.209,0.008,nanodrop_4,,
417,Default,5/30/2018,14:54,47.17,0.943,0.568,1.66,0.08,50,230,12.393,4.491,nanodrop_4,,
282,Default,5/30/2018,14:55,133.48,2.67,1.448,1.84,1.13,50,230,2.365,-0.042,nanodrop_4,,
83,Default,5/30/2018,14:55,140.77,2.815,1.551,1.81,1.56,50,230,1.805,-0.004,nanodrop_4,,
475,Default,5/30/2018,14:56,158.37,3.167,1.741,1.82,2.02,50,230,1.569,-0.038,nanodrop_4,,
464,Default,5/30/2018,14:57,161.59,3.232,1.779,1.82,2.01,50,230,1.61,0.011,nanodrop_4,,
538,Default,5/30/2018,14:57,144.46,2.889,1.566,1.84,1.14,50,230,2.542,-0.039,nanodrop_4,,
299,Default,5/30/2018,14:58,172.86,3.457,1.88,1.84,1.99,50,230,1.736,-0.035,nanodrop_4,,
495,Default,5/30/2018,14:59,119.98,2.4,1.331,1.8,1.85,50,230,1.295,-0.041,nanodrop_4,,
462,Default,5/30/2018,14:59,201.49,4.03,2.167,1.86,1.75,50,230,2.301,-0.025,nanodrop_4,,
462.2,Default,5/30/2018,15:00,211.45,4.229,2.29,1.85,1.76,50,230,2.397,-0.031,nanodrop_4,,
271,Default,5/30/2018,15:01,254.92,5.098,2.771,1.84,1.94,50,230,2.626,0.029,nanodrop_4,,
271.2,Default,5/30/2018,15:03,249.03,4.981,2.698,1.85,1.97,50,230,2.525,-0.007,nanodrop_4,,
73,Default,5/30/2018,15:05,221.64,4.433,2.39,1.85,1.43,50,230,3.091,-0.031,nanodrop_4,,
73.2,Default,5/30/2018,15:06,247.01,4.94,2.86,1.73,0.86,50,230,5.761,16.419,nanodrop_4,,
295,Default,5/30/2018,15:07,250.26,5.005,2.693,1.86,2.11,50,230,2.374,-0.007,nanodrop_4,,
188.2,Default,5/30/2018,15:08,114.14,2.283,1.252,1.82,0.92,50,230,2.478,-0.068,nanodrop_4,,
537,Default,5/30/2018,15:10,163.11,3.262,1.809,1.8,1.76,50,230,1.856,0.009,nanodrop_4,,
426,Default,5/30/2018,15:10,76.99,1.54,0.865,1.78,1.53,50,230,1.007,-0.025,nanodrop_4,,
524,Default,5/30/2018,15:11,311.92,6.238,3.386,1.84,2.03,50,230,3.078,0.007,nanodrop_4,,
502,Default,5/30/2018,15:12,170.02,3.4,1.866,1.82,1.47,50,230,2.307,0.056,nanodrop_4,,
486,Default,5/30/2018,15:12,274.32,5.486,2.948,1.86,2.2,50,230,2.489,0.011,nanodrop_4,,
461,Default,5/30/2018,15:13,121.86,2.437,1.323,1.84,1.57,50,230,1.556,-0.039,nanodrop_4,,
446,Default,5/30/2018,15:14,131.44,2.629,1.408,1.87,1.66,50,230,1.586,-0.033,nanodrop_4,,
490,Default,5/30/2018,15:15,23.52,0.47,0.267,1.76,1.21,50,230,0.39,-0.076,nanodrop_4,,
286,Default,5/30/2018,15:15,155.7,3.114,1.703,1.83,1.23,50,230,2.524,-0.178,nanodrop_4,,
