IZW ID,LLBB ID,date_found,location_lat,location_long,location_qual,area,condition,sex (m/f),age (j/a), weight (kg) ,instestil,muscle,hair,vibrisses,anthropogenic food,food comment,origin,date_dissect,species,location comment
513,18-51218-UTF 65,17/01/2018,52.478549,13.56281,1,Berlin,excellent,male,adult, 5.20    ,yes,yes,yes,yes,no,empty,BA Marzahn-Hellersdorf   R10,17/01/2018 10:17,Rotfuchs,"Fundort: Hadubrandstraße 31, 12683 Berlin"
514,18-51218-UTF 66,17/01/2018,52.525748,13.538078,1,Berlin,autolytic,male,adult, 6.20    ,yes,yes,yes,yes,no,prey (probably marten),BA Marzahn-Hellersdorf   R10,17/01/2018 10:18,Rotfuchs,"Fundort: Märkische Allee/ Allee der Kosmonauten, 12681 Berlin"
515,18-51218-UTF 51,14/01/2018,52.433199,13.583493,1,Berlin,excellent,male,adult, 6.10    ,yes,yes,yes,yes,yes,especially bread,BA Treptow-Köpenick   R09,15/01/2018 10:33,Rotfuchs,"Fundort: Wendenschloßstraße 211, 12557 BerlinPolizei A 66Vorgangsnummer: 180114-1300-037814"
516,18-51218-UTF 76,NA,52.531742,13.415857,1,Berlin,excellent,male,adult, 6.60    ,yes,yes,yes,yes,yes,potato pieces,BA Pankow   R03,18/01/2018 10:04,Rotfuchs,Fundort: Metzer Straße/ Prenzlauer AlleePolizei A 16
517,18-51218-UTF 78,19/01/2018,52.511142,13.40476,1,Berlin,excellent,female,adult, 5.80    ,yes,yes,yes,yes,no,empty,BA Mitte  R01,19/01/2018 09:39,Rotfuchs,"Fundort: Wallstraße 10, 10179 Berlin (Industriegelände )Pol.A 36"
518,18-51218-UTF 80,20/01/2018,52.529063 ,13.516857,2,Berlin,excellent,male,adult, 6.50    ,yes,yes,yes,yes,yes,especially sausage,BA Lichtenberg   R11,22/01/2018 09:57,Rotfuchs,"Fundort: Rhinstraße , Laterne Nr. 43Polizei A 61Vorgangsnummer: 180120-0815-026664"
519,18-51218-UTF 81,19/01/2018,52.497401,13.620036,1,Berlin,excellent,male,adult, 3.70    ,yes,yes,yes,yes,no,empty,BA Marzahn-Hellersdorf   R10,22/01/2018 10:03,Rotfuchs,"Fundort: Pilgramer Straße 275, 12623 Berlin"
520,18-51218-UTF 82,20/01/2018,52.414794,13.260048,1,Berlin,excellent,female,adult, 4.80    ,yes,yes,yes,yes,no,empty,BA Steglitz-Zehlendorf   R06,22/01/2018 10:03,Rotfuchs,"Erlegungsort: Pfarrlandstraße 10B, 14165 BerlinPolizei A 43Vorgangsnummer: 180120-1024-022913"
521,18-51218-UTF 83,20/01/2018,52.481559,13.430584,1,Berlin,excellent,male,adult, 6.70    ,yes,yes,yes,yes,yes,especially bread,BA Neukölln  R 08,22/01/2018 10:03,Rotfuchs,"Fundort: Flughafenstraße 20, 12053 BerlinPolizei A 55Vorgangsnummer: 180120-1000-170902"
522,18-51218-UTF 84,20/01/2018,52.448737,13.549298,1,Berlin,excellent,female,adult, 4.50    ,yes,yes,yes,yes,no,empty,BA Treptow-Köpenick   R09,22/01/2018 10:03,Rotfuchs,"Oberspreestraße 61 L, 12439 BerlinPolizei A 65Vorgangsnummer: 180120-1500-032730"
523,18-51218-UTF 103,NA,52.575143,13.513162,1,Berlin,excellent,female,adult, 4.70    ,yes,yes,yes,yes,no,empty,BA Lichtenberg   R11,23/01/2018 09:58,Rotfuchs,"Fundort: Ernst- Barlach- Str.1, 13059 BerlinPol.A 61"
524,18-51218-UTF 117,24/01/2018,52.594001,13.278753,1,Berlin,excellent,male,adult, NA ,yes,yes,yes,yes,yes,especially bread,BA Reinickendorf  R12,25/01/2018 09:46,Rotfuchs,"Fundort: Gabrielenstraße/ An der Mühle, 13507 BerlinVorgangsnummer: 180124-2300-021606, Pol.A 11"
525,18-51218-UTF 120,24/01/2018,52.419947,13.396007,1,Berlin,excellent,male,adult, 6.30    ,yes,yes,yes,yes,no,empty,BA Tempelhof-Schöneberg   R07,26/01/2018 10:26,Rotfuchs,"Fundort: Fluchthornweg 14, 12107 Berlin"
526,18-51218-UTF 125,25/01/2018,52.526646,13.543735,1,Berlin,autolytic,male,adult, 6.90    ,yes,yes,yes,yes,yes,"prey (bird), red wrapped rubber band (approx. 4 cm, ø 0,2 cm)",BA Marzahn-Hellersdorf   R10,26/01/2018 10:26,Rotfuchs,"Fundort: Allee der Kosmonauten 81, 12681 Berlin"
527,18-51218-UTF 143,NA,52.564288,13.491592,1,Berlin,autolytic,female,adult, 4.40    ,yes,yes,yes,yes,no,bloody content,BA Lichtenberg   R11,30/01/2018 09:56,Rotfuchs,"Fundort: Darßerstraße 103, 13051 BerlinPolizei A 61"
528,18-51218-UTF 145,26/01/2018,52.50174,13.450771,1,Berlin,excellent,female,adult, 4.90    ,yes,yes,yes,yes,no,prey (mammal),BA Friedrichshain-Kreuzberg,30/01/2018 09:56,Rotfuchs,"Fundort: Stralauer Allee/ Ehrenberger Straße, 10245 BerlinPolizei A 51Vorgangsnummer: 180126-2300-323999"
529,18-51218-UTF 144,NA,52.48895 ,13.453997,2,Berlin,excellent,female,adult, 5.80    ,yes,yes,yes,yes,yes,brown-beige mash with cooked potatoes,BA Marzahn-Hellersdorf   R10,30/01/2018 09:56,Rotfuchs,"Fundort: Elsenstraße, ggü Laterne 29Polizei A 63"
530,18-51218-UTF 155,29/01/2018,52.571433 ,13.299178,1,Berlin,excellent,male,adult, 6.20    ,yes,yes,yes,yes,no,empty,BA Reinickendorf  R12,31/01/2018 09:53,Rotfuchs,"Fundort: Kolonie am Waldessaum, Seidelstr. 20, 13507 BerlinVorgangsnummer: 2181268595 Pol.A 11"
531,18-51218-UTF   168,30/01/2018,52.406832,12.968267,4,Brandenburg,excellent,male,adult, 5.80    ,yes,yes,yes,yes,no,empty,VLÜA Brandenburg/Stadt,NA,Rotfuchs,14476 Golm
532,18-51218-UTF 174,NA,52.436874,13.472293,1,Berlin,excellent,male,adult, 7.20    ,yes,yes,yes,yes,no,"mammal fur, mucus",BA Treptow-Köpenick   R09,02/02/2018 10:03,Rotfuchs,Fundort: Johannisthaler Chaussee 22Polizei A 65
533,18-51218-UTF 175,04/02/2018,52.514116 ,13.57589,1,Berlin,excellent,male,adult, 4.70    ,yes,yes,yes,yes,yes,"mammal fur, pink foam/plastic",BA Marzahn-Hellersdorf   R10,05/02/2018 09:56,Rotfuchs,"Fundort: Parchimstraße 15, 12619 Berlin / HellersdorfPolizei A 63Vorgangsnummer: 180204-1230-023505"
534,18-51218-UTF 178,02/02/2018,52.56177,13.330842,1,Berlin,autolytic,female,adult, 6.00    ,yes,yes,yes,yes,no,mammal fur,BA Mitte  R01,05/02/2018 10:00,Rotfuchs,"FundortScharnweberstraße 159, 13405 Berlinüber SecAnim"
535,18-51218-UTF 179,02/02/2018,52.420767 ,13.722014,4,Berlin,autolytic,male,adult, 7.90    ,yes,yes,yes,yes,yes,"wheat, mucus, red rubber band",BA Treptow-Köpenick   R09,05/02/2018 10:00,Rotfuchs,"Fundort:Rahnsdorf, Müggelspree, Km 11,3Polizei: PolPräs Bln Dir E WSP OstVorgangsnummer: 180202-1300-037146"
536,18-51218-UTF 176,05/02/2018,52.454717,13.505029,1,Berlin,excellent,female,adult, 5.50    ,yes,yes,yes,yes,no,empty,BA Treptow-Köpenick   R09,05/02/2018 10:00,Rotfuchs,Fundort: Südostallee 185Polizei  A 65Vorgangsnummer: 180205-1100-034847
537,18-51218-UTF 177,04/02/2018,52.433741,13.390429,3,Berlin,excellent,male,adult, 8.00    ,yes,yes,yes,yes,no,beige mucus,BA Tempelhof-Schöneberg   R07,05/02/2018 10:00,Rotfuchs,"Fundort: Mariendorfer Damm o. Nr., 12107 BerlinPolizei  A 47Vorgangsnummer: 040218/2240/A/O"
538,18-51218-UTF 220,09/02/2018,52.526694,13.37062,1,Berlin,autolytic,female,adult, 5.70    ,yes,yes,yes,yes,NA,"beige, lumpy",BA Mitte  R01,09/02/2018 10:13,Rotfuchs,"Fundort: Invalidenstraße/ F.- List- Ufer, 10557 Berlin- MoabitPolizei A 33"
539,18-51218-UTF   222,07/02/2018,52.38516,12.426098,4,Brandenburg,excellent,female,adult, 4.20    ,yes,yes,yes,yes,no,empty,VLÜA Oder-Spree,NA,Rotfuchs,14774 Brandenburg an der Havel
540,18-51218-UTF 232,08/02/2018,52.563786,13.200602,1,Berlin,excellent,female,adult, 4.70    ,yes,yes,yes,yes,no,empty,BA Spandau   R05,09/02/2018 10:23,Rotfuchs,"Fundort: Am Forstacker 10 J, 13587 BerlinPolizei A 21Vorgangsnummer: 180208-1830-027153"
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
541,18-51218-UTF  231,NA,52.425757,13.689603,1,Berlin,excellent,male,adult, 5.10    ,yes,yes,yes,yes,no,rodent fur,BA Treptow-Köpenick   R09,09/02/2018 10:23,Rotfuchs,"Fundort: Zur Fähre 6, 12559 Berlin"
542,18-51218-UTF  233,10/02/2018,52.480982,13.451931,4 (?),Berlin,excellent,female,adult, 5.40    ,yes,yes,yes,yes,no,empty,BA Neukölln  R 08,12/02/2018 07:43,Rotfuchs,"Fundort: Treptower Brücke, 12059 BerlinTHW- BerlinVorgangsnummer: 670"
543,18-51218-UTF  283,NA,52.471195,13.365663,1,Berlin,autolytic,male,adult, 6.20    ,yes,yes,yes,yes,no,empty,BA Tempelhof-Schöneberg   R07,15/02/2018 10:28,Rotfuchs,"Fundort: Geneststraße 5, 10829 Berlin"
544,18-51218-UTF  316,18/02/2018,52.461168,13.487905,1,Berlin,excellent,female,adult, 3.50    ,yes,yes,yes,yes,no,empty,BA Treptow-Köpenick   R09,20/02/2018 09:24,Rotfuchs,"Fundort: Radenzer Str.31, 12437 BerlinVorgangsnummer: 180218-1600-021652 Pol.A 65"
545,18-51218-UTF  317,20/02/2018,52.479499, 13.495969,4,Berlin,excellent,male,adult, 7.60    ,yes,yes,yes,yes,no,empty,BA Treptow-Köpenick   R09,20/02/2018 09:24,Rotfuchs,"Fundort: OT Plänterwald, Spree- Oder- Wasserstraße km 25,5 12437 BerlinPol Präs Bln Dir E WSP OstGZ.: 180220-0830-029009"
546,18-51218-UTF   336,20/02/2018,52.799844,13.739238,4,Brandenburg,autolytic,female,adult, 4.30    ,yes,yes,yes,yes,NA,"brown-beige, grainy",VLÜA Barnim,22/02/2018,Rotfuchs,16230 Spechthausen
547,18-51218-UTF  328,19/02/2018,52.573219,13.3394,1,Berlin,autolytic,female,adult, 2.90    ,yes,yes,yes,yes,no,empty,BA Reinickendorf  R12,21/02/2018 09:03,Rotfuchs,"Fundort: Klamannstr. 6A, 13407 Berlin"
548,18-51218-UTF  329,NA,52.496726,13.486534,1,Berlin,excellent,female,adult, 5.80    ,yes,yes,yes,yes,yes,dark blue fabric,BA Lichtenberg   R11,21/02/2018 09:03,Rotfuchs,"Fundort: Hauptstraße 36, 10317 BerlinPol A 64"
549,18-51218-UTF  330,20/02/2018,NA,NA,NA,Berlin,excellent,female,adult, 4.30    ,yes,yes,yes,yes,no,empty,BA Treptow-Köpenick   R09,21/02/2018 09:03,Rotfuchs,Wildursprungsnummer: 2112017
550,18-51218-UTF   439,05/03/2018,53.090134,13.091727,4,Brandenburg,excellent,female,adult, 3.50    ,yes,yes,yes,yes,no,empty,VLÜA Oberhavel,06/03/2018,Rotfuchs,16775 Zernikow
551,18-51218-UTF   206,06/02/2018,52.4775,14.4367,4,Brandenburg,excellent,female,adult, 3.30    ,yes,yes,yes,yes,no,empty,VLÜA Märkisch-Oderland,06/02/2018,Rotfuchs,15306 Libbenichen
552,18-51218-UTF   378,27/02/2018,52.40415,12.776413,4,Brandenburg,excellent,female,adult, 4.60    ,yes,yes,yes,yes,no,mouses,VLÜA Potsdam-Mittelmark,01/03/2018,Rotfuchs,14550 Groß Kreutz (Havel)
553,18-51218-UTF   381,25/02/2018,43.64633,3.794295,4,Brandenburg,excellent,female,adult, 4.60    ,yes,yes,yes,yes,yes,"corn, mouse pieces",VLÜA Prignitz,01/03/2018,Rotfuchs,19348 Berge
554,18-51218-UTF   388,27/02/2018,52.371581,12.932913,4,Brandenburg,excellent,male,adult, 4.30    ,yes,yes,yes,yes,no,empty,VLÜA Potsdam-Mittelmark,01/03/2018,Rotfuchs,14542 Werder (Havel)
555,18-51218-UTF   389,27/02/2018,52.40415,12.776413,4,Brandenburg,excellent,male,adult, 4.20    ,yes,yes,yes,yes,no,empty,VLÜA Potsdam-Mittelmark,01/03/2018,Rotfuchs,14550 Groß Kreutz (Havel)
556,18-51218-UTF   192,02/02/2018,52.470389,14.342044,4,Brandenburg,excellent,male,adult, 7.50    ,yes,yes,yes,yes,no,empty,VLÜA Märkisch-Oderland,06/02/2018,Rotfuchs,15306 Lietzen
557,18-51218-UTF   200,04/02/2018,53.542201,13.903667,4,Brandenburg,excellent,male,adult, 5.70    ,yes,yes,yes,yes,no,empty,VLÜA Havelland,06/02/2018,Rotfuchs,14621 Schönwalde
558,18-51218-UTF   204,01/02/2018,52.59897,12.295434,4,Brandenburg,excellent,male,adult, 4.90    ,yes,yes,yes,yes,no,mixed herbal matter,VLÜA Havelland,06/02/2018,Rotfuchs,14712 Rathenow
559,18-51218-UTF   511,08/03/2018,51.465032,13.982035,4,Brandenburg,autolytic,male,adult, 4.80    ,yes,yes,yes,yes,no,empty,VLÜA Oberspreew.-Lausitz,14/03/2018,Rotfuchs,1945 Peickwitz
560,18-51218-UTF   518,12/03/2018,51.927667,13.334284,4,Brandenburg,autolytic,male,adult, 6.80    ,yes,yes,yes,yes,no,empty,VLÜA Teltow-Fläming,14/03/2018,Rotfuchs,14913 Niebendorf-Heinsdorf
561,18-51218-UTF 521,NA,NA,NA,NA,Berlin,autolytic,female,adult, 6.50    ,yes,yes,yes,yes,no,rodent fur,BA Mitte  R01,14/03/2018,Rotfuchs,NA
562,18-51218-UTF   540,17/03/2018,51.941767,13.897129,4,Brandenburg,excellent,female,adult, 4.90    ,yes,yes,no,no,no,pieces of medium sized bird (chicken or similar),VLÜA Dahme-Spreewald,20/03/2018,Rotfuchs,15907 Lübben (Spreewald)
563,18-51218-UTF   542,17/03/2018,51.941767,13.897129,4,Brandenburg,excellent,female,adult, 4.50    ,yes,yes,no,no,no,empty,VLÜA Dahme-Spreewald,20/03/2018,Rotfuchs,15907 Lübben (Spreewald)
564,18-51218-UTF   543,15/03/2018,53.226662,13.556873,4,Brandenburg,excellent,male,adult, 6.20    ,yes,yes,yes,yes,no,mouse,VLÜA Uckermark,20/03/2018,Rotfuchs,17268 Boitzenburger Land
565,18-51218-UTF   554,18/03/2018,52.90819,12.839136,4,Brandenburg,excellent,male,adult, 4.00    ,yes,yes,yes,yes,no,herbal matter,VLÜA Ostprignitz-Ruppin,20/03/2018,Rotfuchs,16818 Wuthenow
566,18-51218-UTF   555,19/03/2018,52.728234,12.627798,4,Brandenburg,excellent,female,adult, 6.80    ,yes,yes,yes,yes,no,fur of furred game,VLÜA Havelland,20/03/2018,Rotfuchs,14662 Vietznitz
567,18-51218-UTF   567,18/03/2018,51.795148,13.643118,4,Brandenburg,excellent,male,adult, 5.20    ,yes,yes,yes,yes,no,empty,VLÜA Dahme-Spreewald,22/03/2018,Rotfuchs,15926 Heideblick
568,18-51218-UTF   568,21/03/2018,53.211005,14.208598,4,Brandenburg,excellent,male,adult, 4.50    ,yes,yes,yes,yes,yes,"herbal matter, cat food",VLÜA Uckermark,22/03/2018,Rotfuchs,16306 Casekow
569,18-51218-UTF   569,21/03/2018,53.017276,13.99815,4,Brandenburg,excellent,male,adult, 4.20    ,yes,yes,yes,yes,no,herbal matter,VLÜA Uckermark,22/03/2018,Rotfuchs,16278 Angermünde
570,18-51218-UTF   556,16/03/2018,52.342006,12.68451,4,Brandenburg,excellent,male,adult, 6.20    ,yes,yes,yes,yes,no,mouse pieces,VLÜA Potsdam-Mittelmark,20/03/2018,Rotfuchs,14797 Netzen
571,18-51218-UTF   561,19/03/2018,52.4775,14.4367,4,Brandenburg,excellent,female,adult, 4.20    ,yes,yes,yes,yes,no,"feathers, rodent fur",VLÜA Märkisch-Oderland,20/03/2018,Rotfuchs,15306 Libbenichen
572,18-51218-UTF   563,19/03/2018,52.387478,14.21064,4,Brandenburg,excellent,male,adult, 5.30    ,yes,yes,yes,yes,no,rodent fur,VLÜA Oder-Spree,21/03/2018,Rotfuchs,15518 Madlitz-Wilmersdorf
573,18-51218-UTF   545,18/03/2018,53.017276,13.99815,4,Brandenburg,excellent,female,adult, 6.10    ,yes,yes,yes,yes,no ,"poultry pieces, prey mammal",VLÜA Uckermark,20/03/2018,Rotfuchs,16278 Angermünde
574,18-51218-UTF   560,19/03/2018,52.728234,12.627798,4,Brandenburg,excellent,female,adult, 6.80    ,yes,yes,yes,yes,no,"lean meat (light, without skin/bones)",VLÜA Havelland,20/03/2018,Rotfuchs,14662 Vietznitz
575,18-51218-UTF   562,18/03/2018,52.401007,14.165196,4,Brandenburg,excellent,male,adult, 6.50    ,yes,yes,yes,yes,no,medium sized prey,VLÜA Oder-Spree,21/03/2018,Rotfuchs,15518 Steinhöfel
576,18-51218-UTF   594,24/03/2018,51.795148,13.643118,4,Brandenburg,excellent,female,adult, 5.10    ,yes,yes,yes,yes,no,empty,VLÜA Dahme-Spreewald,27/03/2018,Rotfuchs,15926 Heideblick
577,18-51218-UTF   595,24/03/2018,52.401619,12.895948,4,Brandenburg,excellent,female,adult, 4.80    ,yes,yes,yes,yes,no,mouse fur,VLÜA Potsdam-Mittelmark,27/03/2018,Rotfuchs,14542 Plötzin
578,18-51218-UTF   596,25/03/2018,52.777825,13.83689,4,Brandenburg,excellent,female,adult, 4.70    ,yes,yes,yes,yes,no,empty,VLÜA Barnim,27/03/2018,Rotfuchs,16230 Trampe
579,18-51218-UTF   597,25/03/2018,52.777825,13.83689,4,Brandenburg,excellent,male,adult, 5.80    ,yes,yes,yes,yes,no,empty,VLÜA Barnim,27/03/2018,Rotfuchs,16230 Trampe
580,18-51218-UTF   598,25/03/2018,52.759003,12.881421,4,Brandenburg,excellent,male,adult, 5.20    ,yes,yes,yes,yes,no,mouse pieces,VLÜA Ostprignitz-Ruppin,27/03/2018,Rotfuchs,16833 Linum
581,18-51218-UTF   599,26/03/2018,53.203633,11.775937,4,Brandenburg,excellent,female,adult, 3.20    ,yes,yes,yes,yes,no,empty,VLÜA Prignitz,27/03/2018,Rotfuchs,19357 Dallmin
582,18-51218-UTF   601,25/03/2018,52.967651,12.765569,4,Brandenburg,excellent,female,adult, 4.60    ,yes,yes,yes,yes,no,empty,VLÜA Ostprignitz-Ruppin,27/03/2018,Rotfuchs,16818 Storbeck-Frankendorf
583,18-51218-UTF   607,26/03/2018,51.692014,13.236956,4,Brandenburg,excellent,female,adult, 4.90    ,yes,yes,yes,yes,no,"hair, maggots, ringworms",VLÜA Elbe-Elster,28/03/2018,Rotfuchs,4916 Herzberg/Elster
584,18-51218-UTF   608,25/03/2018,53.197797,12.118363,4,Brandenburg,excellent,male,adult, 6.60    ,yes,yes,yes,yes,no,empty,VLÜA Prignitz,28/03/2018 00:00,Rotfuchs,16928 Steffenshagen
585,18-51218-UTF   609,21/03/2018,52.387478,14.21064,4,Brandenburg,excellent,male,adult, 5.80    ,yes,yes,yes,yes,no,empty,VLÜA Oder-Spree,28/03/2018,Rotfuchs,15518 Madlitz-Wilmersdorf
586,18-51218-UTF   600,25/03/2018,53.2167,11.9,4,Brandenburg,excellent,male,adult, 4.30    ,yes,yes,yes,yes,no,herbal matter,VLÜA Prignitz,27/03/2018,Rotfuchs,19348 Pirow
587,18-51218-UTF   646,26/03/2018,51.692014,13.236956,4,Brandenburg,excellent,female,adult, 4.90    ,yes,yes,yes,yes,no,empty,VLÜA Elbe-Elster,04/04/2018,Rotfuchs,4916 Herzberg/Elster
588,18-51218-UTF   655,03/03/2018,52.064501,14.622194,4,Brandenburg,excellent,female,adult, 5.50    ,yes,yes,yes,yes,no,mucus,VLÜA Oder-Spree,05/04/2018,Rotfuchs,15898 Neuzelle
589,18-51218-UTF   657,01/04/2018,53.144976,12.360162,4,Brandenburg,excellent,male,adult, 6.10    ,yes,yes,yes,yes,no,mouse pieces,VLÜA Ostprignitz-Ruppin,05/04/2018,Rotfuchs,16909 Heiligengrabe
590,18-51218-UTF   652,NA,51.669797,13.472771,4,Brandenburg,autolytic,male,adult, 4.90    ,yes,yes,yes,yes,no,empty,VLÜA Elbe-Elster,05/04/2018,Rotfuchs,3253 Dübrichen
591,18-51218-UTF   653,01/04/2018,50.198122,12.090765,4,Brandenburg,excellent,female,adult, 4.60    ,yes,yes,yes,yes,no,herbal matter,VLÜA Dahme-Spreewald,05/04/2018,Rotfuchs,15910 Schönwald
592,18-51218-UTF   634,02/04/2018,52.889906,13.770884,4,Brandenburg,excellent,female,adult, 3.30    ,yes,yes,yes,yes,no,mucus,VLÜA Barnim,NA,Rotfuchs,16230 Blütenberg
593,18-51218-UTF   628,27/03/2018,52.387478,14.21064,4,Brandenburg,excellent,male,adult, 4.70    ,yes,yes,yes,yes,no,empty,VLÜA Oder-Spree,29/03/2018,Rotfuchs,15518 Madlitz-Wilmersdorf
594,18-51218-UTF   635,02/04/2018,52.405961,12.513016,4,Brandenburg,excellent,male,adult, 5.80    ,yes,yes,yes,yes,no,empty,VLÜA Brandenburg/Stadt,03/04/2018 00:00,Rotfuchs,14770 Brandenburg an der Havel
595,18-51218-UTF   627,NA,53.158138,11.746984,4,Brandenburg,excellent,female,adult, 5.10    ,yes,yes,yes,yes,no,"fat, mouse fur",VLÜA Prignitz,29/03/2018,Rotfuchs,19357 Karstädt
596,18-51218-UTF   625,24/03/2018,52.5719,14.3556,4,Brandenburg,excellent,female,adult, 5.10    ,yes,yes,yes,yes,no,empty,VLÜA Märkisch-Oderland,29/03/2018,Rotfuchs,15306 Gusow
597,18-51218-UTF   626,27/03/2018,51.700404,14.453841,4,Brandenburg,excellent,male,adult, 5.80    ,yes,yes,yes,yes,no,empty,VLÜA Spree-Neiße,29/03/2018,Rotfuchs,3058 Neuhausen/Spree
598,18-51218-UTF   681,05/04/2018,52.728234,12.627798,4,Brandenburg,excellent,female,adult, 4.30    ,yes,yes,yes,yes,no,empty,VLÜA Havelland,10/04/2018,Rotfuchs,14662 Vietznitz
599,18-51218-UTF   680,05/04/2018,53.208577,14.391435,4,Brandenburg,excellent,female,adult, 5.30    ,yes,yes,yes,yes,no,"herbal matter, fat, meat pieces",VLÜA Uckermark,10/04/2018,Rotfuchs,16307 Gartz (Oder)
600,18-51218-UTF   683,09/04/2018,52.400931,13.05914,4,Brandenburg,excellent,female,adult, 3.80    ,yes,yes,yes,yes,no,empty,VLÜA Potsdam/Stadt,10/04/2018,Rotfuchs,14409 Potsdam
601,18-51218-UTF   682,09/04/2018,52.51089,14.328641,4,Brandenburg,excellent,male,adult, 5.30    ,yes,yes,yes,yes,no,empty,VLÜA Märkisch-Oderland,10/04/2018,Rotfuchs,15306 Diedersdorf
602,18-51218-UTF   679,08/04/2018,52.528092,12.339451,4,Brandenburg,excellent,female,adult, 3.80    ,yes,yes,yes,yes,no,empty,VLÜA Havelland,10/04/2018,Rotfuchs,14715 Premnitz
603,18-51218-UTF   678,07/04/2018,51.941767,13.897129,4,Brandenburg,excellent,female,adult, 4.50    ,yes,yes,yes,yes,no,"feathers, mouse pieces",VLÜA Dahme-Spreewald,10/04/2018,Rotfuchs,15907 Lübben (Spreewald)
604,18-51218-UTF   677,07/04/2018,51.941767,13.897129,4,Brandenburg,excellent,male,adult, 5.20    ,yes,yes,yes,yes,no,empty,VLÜA Dahme-Spreewald,10/04/2018,Rotfuchs,15907 Lübben (Spreewald)
605,18-51218-UTF   687,11/04/2018,52.4775,14.4367,4,Brandenburg,excellent,male,adult, 6.00    ,yes,yes,yes,yes,no,empty,VLÜA Märkisch-Oderland,NA,Rotfuchs,15306 Libbenichen
606,18-51218-UTF   695,10/04/2018,52.51089,14.328641,4,Brandenburg,excellent,female,adult, 4.90    ,yes,yes,yes,yes,no,feathers,VLÜA Märkisch-Oderland,12/04/2018,Rotfuchs,15306 Diedersdorf
607,18-51218-UTF   692,10/04/2018,51.795148,13.643118,4,Brandenburg,excellent,male,adult, 5.60    ,yes,yes,yes,yes,no,"meat pieces, fur of furred game",VLÜA Dahme-Spreewald,12/04/2018,Rotfuchs,15926 Heideblick
608,18-51218-UTF   693,10/04/2018,51.795148,13.643118,4,Brandenburg,excellent,male,adult, 5.00    ,yes,yes,yes,yes,no,mouse pieces,VLÜA Dahme-Spreewald,12/04/2018,Rotfuchs,15926 Heideblick
609,18-51218-UTF   663,04/04/2018,52.401007,14.165196,4,Brandenburg,excellent,male,adult, 4.70    ,yes,yes,yes,yes,no,empty,VLÜA Oder-Spree,06/04/2018,Rotfuchs,15518 Steinhöfel
610,18-51218-UTF   686,07/04/2018,51.669797,13.472771,4,Brandenburg,excellent,male,adult, 4.60    ,yes,yes,yes,yes,no,empty,VLÜA Elbe-Elster,NA,Rotfuchs,3253 Dübrichen
611,18-51218-UTF   694,10/04/2018,52.500759,14.321757,4,Brandenburg,excellent,female,adult, 4.80    ,yes,yes,yes,yes,no,intestines (?),VLÜA Märkisch-Oderland,12/04/2018,Rotfuchs,15306 Neuentempel
612,18-51218-UTF   697,10/04/2018,52.90819,12.839136,4,Brandenburg,excellent,female,adult, 4.50    ,yes,yes,yes,yes,no,empty,VLÜA Ostprignitz-Ruppin,12/04/2018,Rotfuchs,16818 Wuthenow
613,18-51218-UTF   696,09/04/2018,53.004517,13.04131,4,Brandenburg,excellent,male,adult, 4.60    ,yes,yes,yes,yes,no,empty,VLÜA Oberhavel,12/04/2018,Rotfuchs,16775 Rönnebeck
614,18-51218-UTF   733,17/04/2018,52.9028,13.871936,4,Brandenburg,excellent,male,adult, 3.50    ,yes,yes,yes,yes,no,empty,VLÜA Barnim,NA,Rotfuchs,16230 Chorin
615,18-51218-UTF   708,09/04/2018,52.236355,14.532925,4,Brandenburg,excellent,male,adult, 5.70    ,NA,NA,NA,NA,yes,potatoes,VLÜA Oder-Spree,17/04/2018,Rotfuchs,15295 Groß Lindow
616,18-51218-UTF   709,13/04/2018,53.317051,13.655382,4,Brandenburg,excellent,male,adult, 6.50    ,NA,NA,NA,NA,no,empty,VLÜA Uckermark,17/04/2018,Rotfuchs,17291 Nordwestuckermark
617,18-51218-UTF   710,12/04/2018,53.017276,13.99815,4,Brandenburg,excellent,male,adult, 4.30    ,NA,NA,NA,NA,no,empty,VLÜA Uckermark,17/04/2018,Rotfuchs,16278 Angermünde
618,18-51218-UTF   711,16/04/2018,52.83515,13.799701,4,Brandenburg,excellent,male,adult, 3.40    ,NA,NA,NA,NA,no,empty,VLÜA Barnim,17/04/2018,Rotfuchs,16225 Eberswalde
619,18-51218-UTF   712,12/04/2018,52.405961,12.513016,4,Brandenburg,excellent,female,adult, 2.80    ,NA,NA,NA,NA,no,feathers,VLÜA Brandenburg/Stadt,17/04/2018,Rotfuchs,14770 Brandenburg an der Havel
620,18-51218-UTF   723,12/04/2018,52.401007,14.165196,4,Brandenburg,excellent,female,adult, 3.50    ,NA,NA,NA,NA,no,empty,VLÜA Oder-Spree,18/04/2018,Rotfuchs,15518 Steinhöfel
,18-51218-UTF   496,11/03/2018,,,,Brandenburg,,,,,,,,,,,VLÜA Potsdam-Mittelmark,,Rotfuchs,14550 Bochow
,18-51218-UTF   506,09/03/2018,,,,Brandenburg,,,,,,,,,,,VLÜA Uckermark,,Rotfuchs,16306 Casekow
,18-51218-UTF   473,11/03/2018,,,,Brandenburg,,,,,,,,,,,VLÜA Elbe-Elster,,Rotfuchs,3253 Dübrichen
,18-51218-UTF   745,22/04/2018,,,,Brandenburg,,,,,,,,,,,VLÜA Spree-Neiße,,Rotfuchs,3149 Forst (Lausitz)
