IZW ID,LLBB ID,date_found,location_lat,location_long,location_qual,area,condition,sex (m/f),age (j/a), weight (kg) ,instestil,muscle,hair,vibrisses,anthropogenic food,food comment,origin,date_dissect,species,location comment
185,17-51218-UTF   98,16/01/2017,52.577837,13.483227,4,Berlin,excellent,male,adult, 3.80    ,yes,yes,yes,yes,yes,100 g pulpy content with corn (bait?),BA Lichtenberg   R11,16/01/2017 07:18,Rotfuchs,"Fundort: Dorfstraße (B2 ), 13051 BerlinUnfallvorgangsnummer: 61-160117-0235AO Pol.A 61"
186,17-51218-UTF  140,17/01/2017,52.553244 ,13.479573,1,Berlin,autolytic,male,adult, 7.20    ,yes,yes,yes,yes,yes,"plastic, sausage",BA Lichtenberg   R11,17/01/2017 09:37,Rotfuchs,"Fundort: Hansastr. / Buschallee, 13088 BerlinVorgangsnummer:170117-0315-309577 Pol.A 61"
187,17-51218-UTF  142,17/01/2017,52.448881,13.404809,1,Berlin,autolytic,male,adult, 6.50    ,yes,yes,yes,yes,no,empty,BA Tempelhof-Schöneberg   R07,17/01/2017 09:37,Rotfuchs,"Fundort: Rixdorfer Str. 59, 12109 BerlinVorgangsnummer: 170117-0948-021238 Pol.A 44"
188,17-51218-UTF  147,NA,52.461716,13.320646,1,Berlin,autolytic,male,adult, 3.30    ,yes,yes,yes,yes,no,empty,BA Steglitz-Zehlendorf   R06,18/01/2017 09:49,Rotfuchs,"Fundort: Ahornstr. 12, 12163 BerlinPol.A 45 Dir 4"
189,17-51218-UTF  160,17/01/2017,52.57359,13.32554,1,Berlin,autolytic,male,adult, 4.30    ,yes,yes,yes,yes,no,empty,BA Reinickendorf  R12,19/01/2017 09:38,Rotfuchs,"Fundort: Grundschule, Kienhorststr. 67-79, 13403 Berlin"
190,17-51218-UTF  141,16/01/2017,52.547446,13.567721,1,Berlin,excellent,male,adult, 5.30    ,yes,yes,yes,yes,NA,"100 g pulpy content, possibly party of meat",BA Marzahn-Hellersdorf   R10,17/01/2017 09:37,Rotfuchs,"Fundort: Oppermannstr. 30, 12679 Berlin"
191,17-51218-UTF  158,19/01/2017,52.601018,13.475041,4,Berlin,excellent,male,adult, 6.00    ,yes,yes,yes,yes,yes,"approx. 10 x 10 cm piece of textile fabric (fleece?), pieces of wood, greenish liquid",BA Pankow   R03,19/01/2017 09:38,Rotfuchs,"Fundort: KGA Grüne Wiese "" Straße 49, 13086 Berlin"""
192,17-51218-UTF   111,14/01/2017,53.364936,14.066589,4,Brandenburg,excellent,male,adult, 7.40    ,yes,yes,yes,yes,yes,"approx. 50 g mushy contents, probably with feed particles",VLÜA Uckermark,17/01/2017,Rotfuchs,17291 Carmzow-Wallmow
193,17-51218-UTF   113,14/01/2017,53.207525,14.00882,4,Brandenburg,excellent,male,adult, 6.60    ,yes,yes,yes,yes,no,"one big, strongly digested prey (rabbit?)",VLÜA Uckermark,17/01/2017,Rotfuchs,17291 Gramzow
194,17-51218-UTF  162,NA,52.542283 ,13.336453,1,Berlin,excellent,female,adult, 3.70    ,yes,yes,yes,yes,no,"preys; beige, pulpy content",BA Mitte  R01,23/01/2017 08:43,Rotfuchs,"Fundort: Seestraße/ Nordufer, 13351 BerlinPolizei A 35"
195,17-51218-UTF  163,22/01/2017,52.493071,13.47353,1,Berlin,autolytic,female,adult, 7.10    ,yes,yes,yes,yes,no,red-beige mucus,BA Friedrichshain-Kreuzberg,23/01/2017 08:52,Rotfuchs,"Fundort: Alt- Stralau 24, 10245 Berlin/ FriedrichshainPolizei A 51Vorgangsnummer: 170122-1622-255870"
196,17-51218-UTF  164,21/01/2017,52.440489,13.404942,1,Berlin,autolytic,male,adult, 5.30    ,yes,yes,yes,yes,no,yellow mucus,BA Tempelhof-Schöneberg   R07,23/01/2017 08:55,Rotfuchs,"Fundort: Goldenes Horn 45, 12107 BerlinPolizei A 44Vorgangsnummer: 170121-2011-274087"
197,17-51218-UTF   202,21/01/2017,52.40975,12.961001,4,Brandenburg,autolytic,male,adult, 5.50    ,yes,yes,yes,yes,yes,chicken,VLÜA Potsdam/Stadt,NA,Rotfuchs, 14476 Golm
198,17-51218-UTF  165,22/01/2017,52.550322,13.164462,1,Berlin,excellent,male,adult, 6.80    ,yes,yes,yes,yes,yes,"beige, pulpy content; blue plastic; aluminium foil; artificial red sausage cover",BA Spandau   R05,23/01/2017 08:58,Rotfuchs,"Fundort: Am Kiesteich 63, 13589 BerlinPolizei A 21Vorgangsnummer: 170122-1030-026382"
199,17-51218-UTF  166,20/01/2017,52.611511,13.326616,1,Berlin,excellent,male,adult, 4.90    ,yes,yes,yes,yes,no,reddish mucus,BA Reinickendorf  R12,23/01/2017 09:00,Rotfuchs,"Fundort: Zentwerderweg 58, 13469 Berlin"
200,17-51218-UTF   195,21/01/2017,52.408775,12.519554,4,Brandenburg,autolytic,female,adult, 4.20    ,yes,yes,yes,yes,no,prey,VLÜA Brandenburg/Stadt,NA,Rotfuchs, 14770 Brandenburg an der Havel
201,17-51218-UTF   199,NA,52.754049,12.886388,4,Brandenburg,autolytic,male,adult, 6.80    ,yes,yes,yes,yes,yes,"beige mash, leaves, transparent plastic film",VLÜA Ostprignitz-Ruppin,NA,Rotfuchs,16833 Linum
202,17-51218-UTF  226,25/01/2017,52.573344,13.472098,1,Berlin,excellent,male,adult, 4.20    ,yes,yes,yes,yes,no,empty,BA Pankow   R03,25/01/2017 09:32,Rotfuchs,"Fundort: Ostaraweg 102, 13088 Berlin"
203,17-51218-UTF  225,24/01/2017,52.417655,13.326997,1,Berlin,excellent,male,adult, 6.10    ,yes,yes,yes,yes,no,"beige, brown, bulky",BA Steglitz-Zehlendorf   R06,25/01/2017 09:32,Rotfuchs,"Fundort: Glauberstr. 6, 12209 BerlinVorgangsnummer: 170124-2200-274456, Pol.A 46"
204,17-51218-UTF  248,26/01/2017,52.434874 ,13.257671,1,Berlin,excellent,male,adult, 6.20    ,yes,yes,yes,yes,no,empty,BA Steglitz-Zehlendorf   R06,26/01/2017 11:13,Rotfuchs,"Fundort: 14169 Berlin, Martin-Buber-Str. 18, (im Springbrunnen)Polizei: A43Vorgangsnummer: 170126-1500-029671"
205,17-51218-UTF   197,20/01/2017,52.994581,"12,738088",4,Brandenburg,excellent,male,adult, 5.70    ,yes,yes,yes,yes,yes,vegetable schnitzel,VLÜA Ostprignitz-Ruppin,24/01/2017,Rotfuchs,16818 Storbeck-Frankendorf
206,17-51218-UTF   194,08/01/2017,53.00699,13.342674,4,Brandenburg,excellent,male,adult, 6.50    ,yes,yes,yes,yes,yes,"prey, vegetables",VLÜA Oberhavel,24/01/2017,Rotfuchs,16792 Zehdenick
207,17-51218-UTF   201,21/01/2017,52.475543,12.988993,4,Brandenburg,autolytic,female,adult, 5.00    ,yes,yes,yes,yes,no,prey,VLÜA Potsdam/Stadt,24/01/2027,Rotfuchs, 14476 Fahrland
208,16-51218-UTF  255,10/02/2016,52.439874,13.389058,1,Berlin,excellent,female,adult, 4.30    ,yes,yes,yes,yes,no,empty,BA Tempelhof-Schöneberg   R07,10/02/2016 10:10,Rotfuchs,"Fundort: Alt- Mariendorf 27, 12107 Berlin/ MariendorfPolizei A 47Vorgangsnummer: 160210-0615-301099Eine Untersuchung auf Tollwut ist nicht mnöglich,  da der Tierkörper völlig zerfahren und kein Gehirn mehr vorhanden war. Der TK wurde entsorgt."
209,17-51218-UTF  256,29/01/2017,52.510119,13.526727,4,Berlin,excellent,male,adult, 6.30    ,yes,yes,yes,yes,no,herbal matter,BA Marzahn-Hellersdorf   R10,30/01/2017 10:01,Rotfuchs,"Fundort: Alt Friedrichsfelde (Stadtauswärts), 10315 BerlinPolizei: A64Vorgangsnummer: 170129-0200-232025"
210,17-51218-UTF  257,28/01/2017,52.525038,13.360062,1,Berlin,excellent,male,adult, 4.30    ,yes,yes,yes,yes,no,empty,BA Mitte  R01,30/01/2017 10:06,Rotfuchs,"Fundort: Otto-Dix-Str.15, 10557 BerlinPolizei: A33Vorgangsnummer: 170128-1530-027188"
211,NA,NA,NA,NA,NA,NA,excellent,m,adult, 5.00    ,yes,yes,yes,yes,no,empty,NA,NA,Rotfuchs,NA
212,17-51218-UTF   268,28/01/2017,53.309519,13.886677,4,Brandenburg,excellent,male,adult, 5.60    ,yes,yes,yes,yes,no,rodent fur,VLÜA Uckermark,31/01/2017,Rotfuchs,17291 Nordwestuckermark
213,17-51218-UTF   285,30/01/2017,52.377172,14.036509,4,Brandenburg,excellent,male,adult, 7.30    ,yes,yes,yes,yes,no,empty,VLÜA Oder-Spree,01/02/2017,Rotfuchs,15517 Fürstenwalde/Spree
214,17-51218-UTF  299,02/02/2017,52.510245 ,13.538715,1,Berlin,excellent,male,adult, 7.30    ,no,yes,yes,yes,no,empty,BA Marzahn-Hellersdorf   R10,02/02/2017 11:01,Rotfuchs,"Fundort: Alt-Friedrichsfelde 64, 12683 Berli/MarzahnPolizei: A62Vorgangsnummer:170201-2300-023492"
215,17-51218-UTF   278,29/01/2017,52.754049,12.886388,4,Brandenburg,excellent,male,adult, 5.30    ,yes,yes,yes,yes,no,rodent fur,VLÜA Ostprignitz-Ruppin,31/01/2017,Rotfuchs,16833 Linum
216,17-51218-UTF   290,28/01/2017,52.744936,13.717939,4,Brandenburg,excellent,male,adult, 7.00    ,yes,yes,yes,yes,no,empty,VLÜA Barnim,02/02/2017,Rotfuchs, 16230 Grüntal
217,17-51218-UTF   293,31/01/2017,51.68511,14.448505,4,Brandenburg,excellent,male,adult, 6.10    ,yes,yes,yes,yes,no,rodent and deer hair,VLÜA Spree-Neiße,02/02/2017,Rotfuchs,03058 Neuhausen/Spree
218,17-51218-UTF   294,28/10/2016,52.062892,14.596069,4,Brandenburg,excellent,female,adult, 4.20    ,yes,yes,yes,yes,no,"herbal matter, rodent pieces",VLÜA Oder-Spree,02/02/2017,Rotfuchs,15898 Neuzelle
219,17-51218-UTF   301,03/02/2017,52.024962,13.089663,4,Brandenburg,autolytic,male,adult, 5.10    ,NA,yes,yes,yes,no,empty,VLÜA Teltow-Fläming,03/02/2017,Rotfuchs, 14913 Jüterbog
220,17-51218-UTF  302,05/02/2017,52.544075,13.246957,1,Berlin,autolytic,male,adult, 4.70    ,yes,yes,yes,yes,no,empty,BA Spandau   R05,06/02/2017 09:44,Rotfuchs,"Fundort: Gartenfelder Str. 15, 13599 BerlinVorgangsnummer: 170205-0915-023064 Pol.A 21"
221,17-51218-UTF  303,04/02/2017,52.425331,13.313607,1,Berlin,autolytic,male,adult, 4.00    ,yes,yes,yes,yes,no,herbal matter,BA Steglitz-Zehlendorf   R06,06/02/2017 09:47,Rotfuchs,"Fundort: Giesensdorfer Str. 21, 12207 BerlinVorgangsnummer: 170204-1230-281666 Pol.A 46"
222,17-51218-UTF  304,05/02/2017,52.433292,13.311101,1,Berlin,NA,female,adult, 5.50    ,yes,yes,yes,yes,no,few herbal matter,BA Steglitz-Zehlendorf   R06,06/02/2017 09:49,Rotfuchs,"Fundort: Hindenburgdamm 131, 12203 Berlin	Vorgangsnummer: 170205-1030-035553 Pol.A 46"
223,17-51218-UTF  305,04/02/2017,52.546802 ,13.337238,3,Berlin,NA,male,adult, 4.70    ,yes,yes,yes,yes,no,few mucus,BA Mitte  R01,06/02/2017 09:52,Rotfuchs,"Fundort: Goethepark, 13353 Berlin	Vorgangsnummer: 170204-1215-026713, Pol.A 35"
224,17-51218-UTF  306,03/02/2017,52.41454,13.562759,1,Berlin,NA,male,adult, 6.40    ,yes,yes,yes,yes,NA,"50 ml liquid, few pulpy",BA Treptow-Köpenick   R09,06/02/2017 10:01,Rotfuchs,"Fundort: Falkenbrunnstraße 43A , 12524 BerlinVorgangsnummer: 170203-1830-274626 Pol.A 65"
225,17-51218-UTF  325,07/02/2017,52.488987,13.270896,1,Berlin,autolytic,female,adult, 4.00    ,yes,yes,yes,yes,no,"red mucus, few herbal matter",BA Charlottenburg-Wilmersdf. R04,07/02/2017 10:54,Rotfuchs,"Fundort: Winkler Str. 4A, 14193 BerlinPol.A 22"
226,17-51218-UTF  326,07/02/2017,52.516456 ,13.586864,1,Berlin,autolytic,male,adult, 6.50    ,yes,yes,yes,yes,NA,"beige-brown, bulky",BA Marzahn-Hellersdorf   R10,07/02/2017 10:54,Rotfuchs,"Fundort: Gülzower Str./ Heringsdorfer Str., 12619 Berlin"
227,17-51218-UTF  360,08/02/2017,52.409827,13.390823,1,Berlin,autolytic,female,adult, 3.50    ,yes,yes,yes,yes,no,few yellow mucus,BA Tempelhof-Schöneberg   R07,09/02/2017 10:51,Rotfuchs,"Fundort: Rapstedter Weg 26b, 12305 Berlin"
228,17-51218-UTF   317,01/02/2017,53.223924,14.192243,4,Brandenburg,autolytic,male,adult, 5.70    ,yes,yes,yes,yes,no,empty,VLÜA Uckermark,07/02/2017,Rotfuchs,16306 Casekow
229,17-51218-UTF   332,05/02/2017,52.244785,13.773701,4,Brandenburg,autolytic,male,adult, 5.30    ,yes,yes,yes,yes,NA,"brown-beige, pulpy, partly lumpy",VLÜA Dahme-Spreewald,08/02/2017,Rotfuchs,15754 Heidesee
230,17-51218-UTF   334,06/02/2017,52.282676,13.455019,4,Brandenburg,autolytic,male,adult, 3.10    ,yes,yes,yes,yes,no,empty,VLÜA Teltow-Fläming,08/02/2017,Rotfuchs,15834 Rangsdorf
231,17-51218-UTF  368,08/02/2017,52.608338 ,13.348464,3,Berlin,excellent,male,adult, 4.70    ,yes,yes,yes,yes,no,empty,BA Reinickendorf  R12,10/02/2017 10:21,Rotfuchs,"Fundort: KGK Waldesfrieden, 13469 Berlin- Reinickendorf, Parzelle  Wiesenweg 81b"
232,17-51218-UTF   383,12/02/2017,52.572365,14.492766,4,Brandenburg,excellent,male,adult, 7.90    ,yes,yes,yes,yes,no,mouses,VLÜA Märkisch-Oderland,14/02/2017,Rotfuchs, 15328 Golzow
233,17-51218-UTF  366,10/02/2017,52.527053 ,13.572631,3,Berlin,excellent,female,adult, 5.50    ,yes,yes,yes,yes,yes,"pulpy, especially sausage",BA Marzahn-Hellersdorf   R10,10/02/2017 10:21,Rotfuchs,Fundort: Cecilienstraße ggü LAT 56
234,17-51218-UTF  369,12/02/2017,52.43881,13.335364,1,Berlin,excellent,male,adult, 3.90    ,yes,yes,yes,yes,yes,"bread, raisins",BA Steglitz-Zehlendorf   R06,13/02/2017 10:06,Rotfuchs,"Fundort: Corneliusstraße 5, 12247 Berlin- LankwitzPolizei A 46Vorgangsnummer: A 46- 170212-1300-027026"
235,17-51218-UTF  370,12/02/2017,52.429832,13.397842,1,Berlin,excellent,female,adult, 4.20    ,yes,yes,yes,yes,no,empty,BA Tempelhof-Schöneberg   R07,13/02/2017 10:09,Rotfuchs,"Fundort: Floningweg 56, 12107 BerlinPolizei A 47Vorgangsnummer: 170212-1400-244617"
236,17-51218-UTF   402,12/02/2017,52.78035,13.504597,4,Brandenburg,excellent,male,adult, 4.40    ,yes,yes,yes,yes,no,empty,VLÜA Barnim,14/02/2017,Rotfuchs, 16348 Wandlitz
237,17-51218-UTF   414,13/02/2017,52.411958,13.766265,4,Brandenburg,excellent,male,adult, 7.80    ,yes,yes,yes,yes,no,empty,VLÜA Oder-Spree,15/02/2017,Rotfuchs, 15537 Erkner
238,17-51218-UTF  416,15/02/2017,52.542802,13.54002,1,Berlin,autolytic,female,adult, 6.40    ,yes,yes,yes,yes,no,empty,BA Marzahn-Hellersdorf   R10,15/02/2017 10:18,Rotfuchs,"Fundort: Wiesenburger Weg 10, 12681 Berlin"
239,17-51218-UTF   393,10/02/2017,52.754049,13.886677,4,Brandenburg,excellent,male,adult, 5.20    ,yes,yes,yes,yes,no,especially meat & fur of a wild animal,VLÜA Uckermark,14/02/2017,Rotfuchs,17291 Nordwestuckermark
240,17-51218-UTF  403,NA,52.446775,13.3889,1,Berlin,excellent,female,adult, NA ,yes,yes,yes,yes,no,empty,BA Tempelhof-Schöneberg   R07,14/02/2017 10:24,Rotfuchs,Fundort: Teikeweg Nr. 12. 12109 BerlinPolizei A 44
241,17-51218-UTF  415,15/02/2017,52.554271 ,13.577902,4,Berlin,excellent,male,adult, NA ,yes,yes,yes,yes,no,empty,BA Marzahn-Hellersdorf   R10,15/02/2017 10:18,Rotfuchs,"Fundort: Glambecker Ring/ Wuhle, 12679 Berlin"
242,17-51218-UTF   418,15/02/2017,52.754049,13.886677,4,Brandenburg,excellent,male,adult, 6.00    ,yes,yes,yes,yes,no,empty,VLÜA Uckermark,16/02/2017,Rotfuchs,17291 Nordwestuckermark
243,17-51218-UTF  439,15/02/2017,52.437922,13.394383,3,Berlin,excellent,male,adult, 4.30    ,yes,yes,yes,yes,yes,"plastic, rubber",BA Tempelhof-Schöneberg   R07,16/02/2017 08:41,Rotfuchs,"Fundort: Heidefriedhof, Reißeckstraße, 12107 Berlin"
244,17-51218-UTF   377,12/02/2017,52.414782,14.532541,4,Brandenburg,excellent,male,adult, 3.70    ,yes,yes,yes,yes,no,empty,VLÜA Märkisch-Oderland,14/02/2017,Rotfuchs,15326 Lebus
245,17-51218-UTF   384,12/02/2017,53.445085,13.803439,4,Brandenburg,excellent,male,adult, 5.20    ,yes,yes,yes,yes,no,mouses,VLÜA Uckermark,14/02/2017,Rotfuchs,17337 Uckerland
246,17-51218-UTF   401,12/02/2017,53.124485,11.923303,4,Brandenburg,excellent,male,adult, 5.40    ,yes,yes,yes,yes,no,"herbal matter, mouses",VLÜA Prignitz,14/02/2017,Rotfuchs,19348 Perleberg
247,17-51218-UTF  448,16/02/2017,52.457981 ,13.519606,4,Berlin,autolytic,male,adult, 6.10    ,yes,yes,yes,"yes, few",NA,beige mash,BA Treptow-Köpenick   R09,17/02/2017 10:32,Rotfuchs,"Fundort: Spree- Oder- Wasserstraße Km 28,48, Höhe Kaisersteg, 12459 BerlinPolizei: PPr Berlin, Dir E WSP OstVorgangsnummer: 170216-1415-122232"
248,17-51218-UTF  450,NA,52.474867,13.302874,1,Berlin,autolytic,male,adult, 4.50    ,yes,yes,yes,yes,no,dark red mucus,BA Charlottenburg-Wilmersdf. R04,17/02/2017 10:32,Rotfuchs,"Fundort: Mecklenburgische Straße/ Franz- Cornelsen- Weg, 14197 BerlinPolizei A 26Vorgangsnummer: 170217-1035-021455"
249,17-51218-UTF  456,19/02/2017,52.423544,13.571528,1,Berlin,autolytic,female,adult, 2.50    ,yes,yes,yes,yes,no,reddish mucus,BA Treptow-Köpenick   R09,20/02/2017 10:48,Rotfuchs,"Fundort: Waldstraße 13 a, 12526 BerlinPolizei A 65Vorgangsnummer: 170219-1600-021567"
250,17-51218-UTF  457,19/02/2017,52.456861,13.392327,1,Berlin,autolytic,female,adult, 3.90    ,yes,yes,yes,yes,no,reddish liquid,BA Tempelhof-Schöneberg   R07,20/02/2017 10:48,Rotfuchs,"Fundort: Colditzstraße 28, 12099 BerlinPolizei A 44Vorgangsnummer: 170219-1000-036884"
251,17-51218-UTF  449,16/02/2017,52.529603,13.295211,4,Berlin,excellent,female,adult, 4.90    ,yes,yes,yes,yes,no,2 rodents (probably mouses),BA Charlottenburg-Wilmersdf. R04,17/02/2017 10:32,Rotfuchs,"Fundort: Spree- Oder- Wasserstraße, Stromkilometer 6,5, ( unterhalb Eisenbahnbrücke Jungfernheide )Polizei : Dir E WSP Mitte"
252,17-51218-UTF  454,20/02/2017,52.432428,13.448092,1,Berlin,excellent,male,adult, 6.20    ,yes,yes,yes,yes,no,"needles, probably from pines & some liquid",BA Neukölln  R 08,20/02/2017 10:48,Rotfuchs,"Fundort: Malersteig 8, 12351 BerlinPolizei A 56Vorgangsnummer: 170220-1030-225214"
253,17-51218-UTF  455,20/02/2017,52.446515,13.331134,1,Berlin,excellent,male,adult, 6.10    ,yes,yes,yes,yes,NA,100 ml pulpy content & few herbal matter,BA Steglitz-Zehlendorf   R06,20/02/2017 10:48,Rotfuchs,"Fundort: Sedanstraße 20, 12167 BerlinPolizei A 45Vorgangsnummer: 170220-0900-024408"
254,17-51218-UTF  458,18/02/2017,52.561793,13.212931,1,Berlin,NA,female,adult, 5.50    ,yes,yes,yes,yes,yes,"100 ml pulpy content, potato peelings",BA Spandau   R05,20/02/2017 10:48,Rotfuchs,"Fundort: Goltzstraße 59, 13587 BerlinPolizei A 21Vorgangsnummer: 170218-1000-026483"
255,17-51218-UTF   482,20/02/2017,52.417061,13.011235,4,Brandenburg,autolytic,male,adult, 4.10    ,yes,yes,yes,yes,no,"red mucus, roundworm",VLÜA Oder-Spree,22/02/2017,Rotfuchs, 15517 Fürstenwalde/Spree
256,17-51218-UTF  493,22/02/2017,52.56203,13.348919,1,Berlin,autolytic,female,adult, 4.80    ,yes,yes,yes,"yes, few",no,few red mucus,BA Mitte  R01,22/02/2017 10:03,Rotfuchs,"Fundort: Dubliner Straße 61a, 13349 BerlinPolizei A 35Vorgangsnummer: 170222-1100-026983"
257,17-51218-UTF   481,15/02/2017,52.411299,13.014198,4,Brandenburg,autolytic,female,adult, 3.20    ,yes,yes,yes,yes,no,"bloody liquid, roundworm",VLÜA Potsdam/Stadt,21/02/2017,Rotfuchs, 14409 Potsdam
258,NA,NA,NA,NA,NA,NA,excellent,m,adult, 5.00    ,yes,yes,yes,yes,no,"many roundworms, few liquid",NA,NA,NA,NA
259,NA,NA,NA,NA,NA,NA,excellent,f,adult, 5.40    ,yes,yes,yes,yes,no,empty,NA,NA,NA,NA
260,NA,NA,NA,NA,NA,NA,NA,f,adult, 4.80    ,yes,yes,yes,yes,no,empty,NA,NA,NA,NA
261,NA,NA,NA,NA,NA,NA,NA,NA,NA, NA ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
262,17-51218-UTF  508,23/02/2017,52.387665,13.394865,1,Berlin,excellent,female,adult, 5.70    ,yes,yes,yes,yes,no,empty,BA Tempelhof-Schöneberg   R07,24/02/2017 10:21,Rotfuchs,"Fundort: Wünsdorfer Str. 25, 12307 BerlinVorgangsnummer: 170223-1700-025424 Pol.A 47"
263,17-51218-UTF  509,24/02/2017,52.441939,13.297476,1,Berlin,excellent,female,adult, 5.90    ,yes,yes,yes,yes,yes,"raisins, dry (dog/cat) food",BA Steglitz-Zehlendorf   R06,24/02/2017 10:21,Rotfuchs,Fundort: Drakestr. 49 12205 BerlinVorgangsnummer: 170224-0100-268087 Pol.A 46
264,17-51218-UTF  535,27/02/2017,52.421764,13.188016,1,Berlin,excellent,male,adult, 5.30    ,yes,yes,yes,yes,no,empty,BA Steglitz-Zehlendorf   R06,28/02/2017 10:34,Rotfuchs,"Fundort: Tristanstraße 15, 14129 BerlinPolizei A 43Vorgangsnummer: 170227-1215-035737"
265,17-51218-UTF  546,28/02/2017,52.618334,13.311031,4,Berlin,excellent,female,adult, 4.10    ,yes,yes,yes,yes,no,empty,BA Reinickendorf  R12,01/03/2017 09:52,Rotfuchs,"Erlegungsort: Hermsdorf, Reinickendorf"
266,17-51218-UTF  547,01/03/2017,52.495898 ,13.406163,3,Berlin,autolytic,male,adult, 3.20    ,yes,yes,yes,yes,yes,dry dog/cat food,BA Friedrichshain-Kreuzberg,01/03/2017 09:52,Rotfuchs,"Fundort: Landwehrkanal (Urbanhafen), 10967 BerlinPolizei Dir E WSP Mitte"
267,17-51218-UTF  553,NA,52.546699,13.358055,1,Berlin,excellent,female,adult, 8.10    ,yes,yes,yes,yes,no,empty,BA Mitte  R01,02/03/2017 10:04,Rotfuchs,"Fundort: Müllerstr. 150, 13353 BerlinPol.A 35"
268,17-51218-UTF   538,26/02/2017,51.742072,13.244913,4,Brandenburg,excellent,female,adult, 3.40    ,yes,yes,yes,yes,no,empty,VLÜA Elbe-Elster,01/03/2017,Rotfuchs,04916 Schönewalde
270,17-51218-UTF  561,04/03/2017,52.431608,13.265525,1,Berlin,autolytic,female,adult, 4.00    ,yes,yes,yes,yes,no,few red mucus,BA Steglitz-Zehlendorf   R06,06/03/2017 10:07,Rotfuchs,"Fundort: Seehofstraße 21a, 14167 Berlin- ZehlendorfPolizei A 46Vorgangsnummer: 170304-1830-262003"
270,17-51218-UTF   551,28/02/2017,53.265641,11.961126,4,Brandenburg,excellent,female,adult, 4.00    ,yes,yes,yes,yes,no,empty,VLÜA Prignitz,02/03/2017,Rotfuchs, 16949 Sagast
271,17-51218-UTF  562,04/03/2017,52.5026,13.21147,1,Berlin,autolytic,female,adult, 4.30    ,yes,yes,yes,yes,NA,NA,BA Charlottenburg-Wilmersdf. R04,06/03/2017 10:07,Rotfuchs,"Fundort: Havelchaussee 109, 14055 Berlin/ GrunewaldPolizei A 22Vorgangsnummer: 170304-1700-020343"
272,17-51218-UTF  564,NA,52.448603,13.420945,1,Berlin,autolytic,male,adult, 5.40    ,yes,yes,yes,yes,no,empty,BA Neukölln  R 08,06/03/2017 10:07,Rotfuchs,"Fundort: Koppelweg 54, 12347 BerlinPolizei A 56"
273,17-51218-UTF   558,06/03/2017,52.484041,14.444573,4,Brandenburg,autolytic,female,adult, 5.00    ,yes,yes,yes,yes,no,red mucus,VLÜA Märkisch-Oderland,06/03/2017,Rotfuchs, 15306 Libbenichen
274,17-51218-UTF  560,06/03/2017,52.417858,13.504742,1,Berlin,autolytic,female,adult, 6.00    ,yes,yes,yes,yes,NA,brown-beige fine-grained mash,BA Neukölln  R 08,06/03/2017 10:07,Rotfuchs,"Fundort: Neudecker Weg 99, 12355 Berlin/ RudowPolizei A 56Vorgangsnummer: 170306-0400-069923"
275,17-51218-UTF  563,06/03/2017,52.462704 ,13.389555,3,Berlin,autolytic,male,adult, 4.50    ,yes,yes,yes,yes,no,yellow-brown mucus,BA Tempelhof-Schöneberg   R07,06/03/2017 10:07,Rotfuchs,"Fundort: Tempelhofer Damm 165, Kolonie Feldblume, Parzelle 30, 12099 Berlin"
276,17-51218-UTF  577,07/03/2017,52.429739,13.396354,1,Berlin,excellent,female,adult, 5.20    ,yes,yes,yes,yes,no,empty,BA Tempelhof-Schöneberg   R07,07/03/2017 10:07,Rotfuchs,"Fundort: Pilatusweg 12, 12107 BerlinVorgangsnummer: 170307-1150-034080 Pol.A 47"
277,17-51218-UTF  578,07/03/2017,52.526661,13.35575,1,Berlin,autolytic,female,adult, 4.20    ,yes,yes,yes,yes,yes,"herbal matter, especially sesame seeds",BA Mitte  R01,07/03/2017 10:07,Rotfuchs,"Fundort: Lehrter Str. 59, 10557 BerlinVorgangsnummer: 170307-1340-039232 Pol.A 33"
278,17-51218-UTF  579,07/03/2017,52.430307,13.333149,1,Berlin,excellent,male,adult, 4.60    ,yes,yes,yes,yes,yes,bread,BA Steglitz-Zehlendorf   R06,07/03/2017 10:07,Rotfuchs,"Fundort: Kaiser- Wilhelm- Str. 6, 12247 BerlinVorgangsnummer: 170307-0900-316537 Pol.A 46"
279,17-51218-UTF  580,07/03/2017,52.50393 ,13.37846,1,Berlin,autolytic,female,adult, 3.20    ,yes,yes,yes,yes,yes,various pieces of felt,BA Steglitz-Zehlendorf   R06,07/03/2017 10:07,Rotfuchs,"Fundort: Dessauer Str.26c, 12249 BerlinVorgangsnummer: 170307-1130-316537 Pol.A 46"
280,17-51218-UTF  593,09/03/2017,52.565917,13.562086,1,Berlin,excellent,male,adult, 4.80    ,yes,yes,yes,yes,no,empty,BA Marzahn-Hellersdorf   R10,09/03/2017 09:05,Rotfuchs,"Fundort: Selgraben, Höhe Märkische Allee 330, 12689 Berlin"
281,17-51218-UTF  614,11/03/2017,52.618985,13.298321,1,Berlin,autolytic,male,adult, 7.30    ,yes,yes,yes,yes,yes,"grey-brown liquid, blue piece of plastic (0,2 x 0,2 x 0,1 cm)",BA Reinickendorf  R12,14/03/2017 10:33,Rotfuchs,"Fundort: Frohnauer Straße 30, 13467 BerlinPolizei A 12 Vorgangsnummer: 170311-1530-026056"
